Gene_ID	Symbol
ENSDARG00000056873	and3
ENSDARG00000056874	lygl1
ENSDARG00000056875	rgs2
ENSDARG00000056877	vamp2
ENSDARG00000056885	per1a
ENSDARG00000056886	tbccd1
ENSDARG00000056892	mpp6a
ENSDARG00000056896	ttc12
ENSDARG00000056903	mrpl13
ENSDARG00000056910	NFASC (1 of 2)
ENSDARG00000056913	PCOLCE (2 of 2)
ENSDARG00000056914	EMG1
ENSDARG00000056920	tmem88a
ENSDARG00000056921	ankk1
ENSDARG00000056922	ltbp1
ENSDARG00000056923	dbr1
ENSDARG00000056924	sap130a
ENSDARG00000056929	kdm6bb
ENSDARG00000056932	tfip11
ENSDARG00000056934	hepacam
ENSDARG00000056938	kera
ENSDARG00000056950	epyc
ENSDARG00000056960	tmem56a
ENSDARG00000056961	CCDC30
ENSDARG00000056964	ilk
ENSDARG00000056966	nek7
ENSDARG00000056978	letm1
ENSDARG00000056979	lhx9
ENSDARG00000056984	rad9a
ENSDARG00000056985	tpte
ENSDARG00000056986	dact2
ENSDARG00000056995	snai1a
ENSDARG00000056998	kirrelb
ENSDARG00000057000	camkvl
ENSDARG00000057004	zmp:0000000665
ENSDARG00000057007	ctbp1
ENSDARG00000057011	dpm1
ENSDARG00000057013	cadm3
ENSDARG00000057016	cdc14ab
ENSDARG00000057021	vps36
ENSDARG00000057025	chrna2b
ENSDARG00000057026	ran
ENSDARG00000057027	rtn2b
ENSDARG00000057029	htr2a
ENSDARG00000057032	ppm1nb
ENSDARG00000057035	stoml3b
ENSDARG00000057040	tmprss13a
ENSDARG00000057042	tm2d1
ENSDARG00000057049	kcnk18
ENSDARG00000057052	dscaml1
ENSDARG00000057053	SGMS1 (2 of 2)
ENSDARG00000057058	minpp1a
ENSDARG00000057060	tvp23b
ENSDARG00000057064	enpep
ENSDARG00000057074	rpgrb
ENSDARG00000057075	lamtor3
ENSDARG00000057080	dnajc21
ENSDARG00000057089	ftsj1
ENSDARG00000057093	kdm5ba
ENSDARG00000057099	papss1
ENSDARG00000057100	zwilch
ENSDARG00000057101	rnf180
ENSDARG00000057105	nle1
ENSDARG00000057107	VAV3 (1 of 3)
ENSDARG00000057108	serpine3
ENSDARG00000057110	slc25a1a
ENSDARG00000057113	c6
ENSDARG00000057121	C7 (2 of 2)
ENSDARG00000057125	pld1b
ENSDARG00000057127	MORC4
ENSDARG00000057128	hadhaa
ENSDARG00000057143	nradd
ENSDARG00000057147	hadhb
ENSDARG00000057151	prep
ENSDARG00000057155	XRG5
ENSDARG00000057159	ankrd29
ENSDARG00000057167	eif4g2b
ENSDARG00000057169	abca4a
ENSDARG00000057206	nmt1b
ENSDARG00000057209	lppr5a
ENSDARG00000057210	has3
ENSDARG00000057218	tbc1d15
ENSDARG00000057223	efna5b
ENSDARG00000057231	rorca
ENSDARG00000057234	chtopa
ENSDARG00000057239	tph2
ENSDARG00000057241	tnfsf10
ENSDARG00000057245	FAM98C
ENSDARG00000057248	sclt1
ENSDARG00000057249	zmynd11
ENSDARG00000057255	emc1
ENSDARG00000057272	slc30a9
ENSDARG00000057273	alox5a
ENSDARG00000057276	iqca1
ENSDARG00000057286	swap70b
ENSDARG00000057287	slc25a16
ENSDARG00000057296	cbln1
ENSDARG00000057299	pbdc1
ENSDARG00000057303	galnt7
ENSDARG00000057315	rwdd3
ENSDARG00000057316	dpysl4
ENSDARG00000057317	nexn
ENSDARG00000057321	tut1
ENSDARG00000057322	tmem47
ENSDARG00000057323	e2f8
ENSDARG00000057334	cmasa
ENSDARG00000057345	pdgfrb
ENSDARG00000057352	slc25a29
ENSDARG00000057353	EHBP1L1 (1 of 2)
ENSDARG00000057368	rps8b
ENSDARG00000057374	sfxn3
ENSDARG00000057378	fam213aa
ENSDARG00000057392	lrrc31
ENSDARG00000057394	rab33a
ENSDARG00000057395	SSBP2 (2 of 2)
ENSDARG00000057399	PVRL3 (2 of 2)
ENSDARG00000057410	rxfp3
ENSDARG00000057414	phb
ENSDARG00000057419	slc44a5b
ENSDARG00000057423	prelid1a
ENSDARG00000057426	oard1
ENSDARG00000057430	atg16l1
ENSDARG00000057432	mxd3
ENSDARG00000057433	st6galnac5b
ENSDARG00000057435	c1qtnf3
ENSDARG00000057437	APOD (1 of 3)
ENSDARG00000057438	rnf103
ENSDARG00000057448	SRCIN1 (1 of 2)
ENSDARG00000057452	ston2
ENSDARG00000057454	immt
ENSDARG00000057456	ppp3ccb
ENSDARG00000057465	gfpt1
ENSDARG00000057477	lrrc28
ENSDARG00000057481	RNF157
ENSDARG00000057484	srsf2a
ENSDARG00000057491	n4bp1
ENSDARG00000057494	ptcd3
ENSDARG00000057497	stk35l
ENSDARG00000057508	nbeal2
ENSDARG00000057513	mdm4
ENSDARG00000057527	MEF2A (2 of 2)
ENSDARG00000057531	PGAP3
ENSDARG00000057550	trim105
ENSDARG00000057562	polr3c
ENSDARG00000057571	pgam2
ENSDARG00000057575	pnp4a
ENSDARG00000057577	mbtps2
ENSDARG00000057583	prrc2c
ENSDARG00000057586	sall3b
ENSDARG00000057598	s100b
ENSDARG00000057606	arl4ca
ENSDARG00000057610	cdkn2c
ENSDARG00000057619	GPR141 (1 of 2)
ENSDARG00000057624	cops5
ENSDARG00000057625	dusp14
ENSDARG00000057626	josd2
ENSDARG00000057629	slc30a8
ENSDARG00000057630	galm
ENSDARG00000057632	ppp1r42
ENSDARG00000057633	cxcr4a
ENSDARG00000057635	dync2i1
ENSDARG00000057644	adam8b
ENSDARG00000057648	dnttip2
ENSDARG00000057649	satb1a
ENSDARG00000057652	dbpb
ENSDARG00000057660	dhx57
ENSDARG00000057671	epas1b
ENSDARG00000057672	ppapdc1b
ENSDARG00000057676	golga7
ENSDARG00000057678	sfrp1b
ENSDARG00000057679	sh2b1
ENSDARG00000057680	foxj2
ENSDARG00000057683	mcm6
ENSDARG00000057688	ical1
ENSDARG00000057691	srsf1a
ENSDARG00000057698	ctsd
ENSDARG00000057699	styx
ENSDARG00000057702	ogt.1
ENSDARG00000057708	PHTF1
ENSDARG00000057714	cmah
ENSDARG00000057716	acrc
ENSDARG00000057719	atl2
ENSDARG00000057721	hoxa1a
ENSDARG00000057723	nsdhl
ENSDARG00000057726	znf185
ENSDARG00000057727	fut11
ENSDARG00000057728	slc17a8
ENSDARG00000057731	SHC3
ENSDARG00000057736	ano10a
ENSDARG00000057737	rxraa
ENSDARG00000057738	hells
ENSDARG00000057751	zbtb47a
ENSDARG00000057767	nudt4a
ENSDARG00000057768	RBMS1
ENSDARG00000057770	plp1a
ENSDARG00000057772	march7
ENSDARG00000057773	pcdh20
ENSDARG00000057782	baz2ba
ENSDARG00000057787	ITGAE (1 of 2)
ENSDARG00000057789	lyz
ENSDARG00000057805	mrpl28
ENSDARG00000057827	CU467865.1
ENSDARG00000057830	dnmt3
ENSDARG00000057841	ddah2
ENSDARG00000057853	atp6v0ca
ENSDARG00000057854	sap18
ENSDARG00000057855	mrps31
ENSDARG00000057857	arfrp1
ENSDARG00000057859	hoxd10a
ENSDARG00000057863	dnmt5
ENSDARG00000057867	lasp1
ENSDARG00000057869	cdc42l2
ENSDARG00000057879	leprel2
ENSDARG00000057882	arpc3
ENSDARG00000057890	TTC31
ENSDARG00000057904	nme3
ENSDARG00000057907	DIDO1 (1 of 2)
ENSDARG00000057910	mrps34
ENSDARG00000057912	eif1axb
ENSDARG00000057913	syt11a
ENSDARG00000057918	tsc1b
ENSDARG00000057921	ccdc136b
ENSDARG00000057927	rps6ka3b
ENSDARG00000057928	mzt2b
ENSDARG00000057929	naf1
ENSDARG00000057933	OGFR (3 of 4)
ENSDARG00000057934	cep72
ENSDARG00000057936	lhx5
ENSDARG00000057939	ythdf3
ENSDARG00000057940	dido1
ENSDARG00000057942	glt8d2
ENSDARG00000057946	leprel4
ENSDARG00000057949	slc43a3b
ENSDARG00000057973	dph1
ENSDARG00000057974	parp12b
ENSDARG00000057975	plcd4a
ENSDARG00000057983	svopl
ENSDARG00000057984	eps8l1
ENSDARG00000057986	ints8
ENSDARG00000057987	uba3
ENSDARG00000057992	fstb
ENSDARG00000057995	arl15b
ENSDARG00000057997	tmf1
ENSDARG00000058000	CEP350
ENSDARG00000058003	wfdc1
ENSDARG00000058004	six2a
ENSDARG00000058005	hgd
ENSDARG00000058011	arxa
ENSDARG00000058015	ano3
ENSDARG00000058020	fbxw9
ENSDARG00000058021	men1
ENSDARG00000058022	ormdl2
ENSDARG00000058028	rtn3
ENSDARG00000058030	hspa14
ENSDARG00000058038	eml3
ENSDARG00000058039	bhlhe22
ENSDARG00000058041	ndufa8
ENSDARG00000058042	kitlgb
ENSDARG00000058044	rab1ba
ENSDARG00000058045	tlr21
ENSDARG00000058047	pafah1b3
ENSDARG00000058048	ugt5e1
ENSDARG00000058050	smyd3
ENSDARG00000058062	magt1
ENSDARG00000058068	tnfsf10l4
ENSDARG00000058076	snf8
ENSDARG00000058079	txndc17
ENSDARG00000058082	birc7
ENSDARG00000058088	aifm1
ENSDARG00000058089	rprd2a
ENSDARG00000058090	wdr65
ENSDARG00000058094	CIART (1 of 2)
ENSDARG00000058100	b3gnt3
ENSDARG00000058102	sardh
ENSDARG00000058105	rpl36a
ENSDARG00000058108	EPS8L2 (1 of 2)
ENSDARG00000058114	impad1
ENSDARG00000058115	fgfr2
ENSDARG00000058117	snap25b
ENSDARG00000058127	hcfc2
ENSDARG00000058128	msna
ENSDARG00000058133	foxd2
ENSDARG00000058147	dnajc5b
ENSDARG00000058148	dnajc7
ENSDARG00000058154	znf385c
ENSDARG00000058158	trim55b
ENSDARG00000058159	ipo8
ENSDARG00000058160	tnfaip2b
ENSDARG00000058178	ZDHHC20 (2 of 2)
ENSDARG00000058179	ackr3b
ENSDARG00000058180	exoc3l4
ENSDARG00000058202	pex16
ENSDARG00000058203	smc1al
ENSDARG00000058206	sb:cb252
ENSDARG00000058207	abi2a
ENSDARG00000058208	slc25a26
ENSDARG00000058212	ndnl2
ENSDARG00000058218	fam151a
ENSDARG00000058219	tubd1
ENSDARG00000058220	tada3l
ENSDARG00000058221	ugcg
ENSDARG00000058225	arpc4l
ENSDARG00000058226	ak3
ENSDARG00000058229	acot11a
ENSDARG00000058230	rps6kb1b
ENSDARG00000058231	nt5c2b
ENSDARG00000058232	fbrsl1
ENSDARG00000058237	ssbp3a
ENSDARG00000058243	phactr3a
ENSDARG00000058244	IL17RA (2 of 5)
ENSDARG00000058246	cysltr1
ENSDARG00000058252	adamts15b
ENSDARG00000058255	KCTD15 (2 of 2)
ENSDARG00000058256	draxin
ENSDARG00000058257	slc39a1
ENSDARG00000058259	celsr1b
ENSDARG00000058267	glmna
ENSDARG00000058270	COLGALT1 (1 of 3)
ENSDARG00000058280	SPAG17
ENSDARG00000058285	cpt1b
ENSDARG00000058287	gpalpp1
ENSDARG00000058292	sephs1
ENSDARG00000058297	timm13
ENSDARG00000058299	FUT9 (6 of 16)
ENSDARG00000058302	SH3BGRL
ENSDARG00000058305	mtmr3
ENSDARG00000058306	prpf18
ENSDARG00000058319	cep76
ENSDARG00000058322	enc3
ENSDARG00000058323	tmbim1
ENSDARG00000058325	casp8
ENSDARG00000058328	lsm7
ENSDARG00000058337	nop58
ENSDARG00000058341	casp8l1
ENSDARG00000058342	grhl2a
ENSDARG00000058346	sass6
ENSDARG00000058348	scinlb
ENSDARG00000058349	polr2l
ENSDARG00000058351	tapbpl
ENSDARG00000058352	acot9.1
ENSDARG00000058354	selt1a
ENSDARG00000058356	elovl1b
ENSDARG00000058357	ankrd33ba
ENSDARG00000058358	krt8
ENSDARG00000058365	hspb8
ENSDARG00000058367	abhd14a
ENSDARG00000058369	mex3b
ENSDARG00000058370	ropn1l
ENSDARG00000058371	krt5
ENSDARG00000058372	mcph1
ENSDARG00000058377	ttc6
ENSDARG00000058379	otpb
ENSDARG00000058389	ccl-c5a
ENSDARG00000058390	acot9.2
ENSDARG00000058392	adcy2a
ENSDARG00000058394	tagln3b
ENSDARG00000058409	ASTL (7 of 10)
ENSDARG00000058413	rnaset2l
ENSDARG00000058416	DNHD1
ENSDARG00000058419	gcn1l1
ENSDARG00000058421	lgi1b
ENSDARG00000058424	pdgfab
ENSDARG00000058425	rab35b
ENSDARG00000058430	prpf3
ENSDARG00000058440	slc6a6b
ENSDARG00000058444	snx6
ENSDARG00000058448	zrsr2
ENSDARG00000058449	arnt2
ENSDARG00000058451	rpl6
ENSDARG00000058452	abhd17c
ENSDARG00000058454	dynll1
ENSDARG00000058458	cyp2k16
ENSDARG00000058459	plekhg2
ENSDARG00000058461	kiaa0947l
ENSDARG00000058463	ndufab1a
ENSDARG00000058467	prpf40a
ENSDARG00000058470	mapk13
ENSDARG00000058471	plk1
ENSDARG00000058473	st6galnac3
ENSDARG00000058475	ern2
ENSDARG00000058480	chtf18
ENSDARG00000058486	caps2
ENSDARG00000058488	adora2ab
ENSDARG00000058494	dnaja3a
ENSDARG00000058502	olah
ENSDARG00000058504	ap1s2
ENSDARG00000058508	TTC18
ENSDARG00000058513	gfra1a
ENSDARG00000058522	shq1
ENSDARG00000058525	iqcb1
ENSDARG00000058528	cnot10
ENSDARG00000058533	pole
ENSDARG00000058538	alcamb
ENSDARG00000058543	lama5
ENSDARG00000058548	bves
ENSDARG00000058549	smyd1b
ENSDARG00000058551	popdc3
ENSDARG00000058553	sprb
ENSDARG00000058556	muc5b
ENSDARG00000058557	il11b
ENSDARG00000058558	lzts3b
ENSDARG00000058560	adrm1
ENSDARG00000058561	fbxo30a
ENSDARG00000058563	ubox5
ENSDARG00000058570	ccl1
ENSDARG00000058571	pdp2
ENSDARG00000058574	abcg2c
ENSDARG00000058578	ccdc106b
ENSDARG00000058585	chst2b
ENSDARG00000058593	sri
ENSDARG00000058597	nt5c3a
ENSDARG00000058598	sox18
ENSDARG00000058601	gdap1
ENSDARG00000058603	jph1a
ENSDARG00000058605	vsig10
ENSDARG00000058606	SIK1
ENSDARG00000058608	wsb2
ENSDARG00000058613	pggt1b
ENSDARG00000058622	bloc1s5
ENSDARG00000058630	BDP1 (2 of 2)
ENSDARG00000058644	dnajb2
ENSDARG00000058646	ptprna
ENSDARG00000058647	hck
ENSDARG00000058649	trim46b
ENSDARG00000058650	dpm3
ENSDARG00000058656	desma
ENSDARG00000058660	ilf3a
ENSDARG00000058666	dennd2da
ENSDARG00000058672	NUGGC (1 of 4)
ENSDARG00000058675	phospho2
ENSDARG00000058676	baz2a
ENSDARG00000058679	ZMAT1
ENSDARG00000058685	URGCP (2 of 4)
ENSDARG00000058688	adipor2
ENSDARG00000058690	cgnb
ENSDARG00000058692	fzd3b
ENSDARG00000058693	cast
ENSDARG00000058695	ddr2b
ENSDARG00000058696	tbl1xr1a
ENSDARG00000058699	tmeff2b
ENSDARG00000058710	terf1
ENSDARG00000058716	cept1a
ENSDARG00000058719	SMC6
ENSDARG00000058725	rfesd
ENSDARG00000058728	nudt2
ENSDARG00000058729	akirin2
ENSDARG00000058730	rdh10a
ENSDARG00000058731	slc2a6
ENSDARG00000058732	scgn
ENSDARG00000058733	ihha
ENSDARG00000058734	prdx1
ENSDARG00000058738	SLC26A6 (3 of 4)
ENSDARG00000058740	ube2r2
ENSDARG00000058746	ubap1
ENSDARG00000058760	CDC42BPA (2 of 2)
ENSDARG00000058771	NAV1 (1 of 3)
ENSDARG00000058775	SLC22A3
ENSDARG00000058780	slc9a2
ENSDARG00000058784	tfr1a
ENSDARG00000058787	tmtopsa
ENSDARG00000058799	mybpha
ENSDARG00000058800	rab25a
ENSDARG00000058801	rev3l
ENSDARG00000058806	apoa1bp
ENSDARG00000058815	ihhb
ENSDARG00000058818	rbm38
ENSDARG00000058819	nog1
ENSDARG00000058820	bin1
ENSDARG00000058821	sema5a
ENSDARG00000058822	wnt3a
ENSDARG00000058824	zgmrpl4
ENSDARG00000058828	ccdc51
ENSDARG00000058830	zdhhc3b
ENSDARG00000058835	PLEKHG3 (1 of 2)
ENSDARG00000058842	ZNF609 (2 of 2)
ENSDARG00000058848	mcoln1b
ENSDARG00000058853	SASH1 (2 of 2)
ENSDARG00000058858	clic1
ENSDARG00000058861	ncl1
ENSDARG00000058865	endog
ENSDARG00000058868	apc
ENSDARG00000058871	FBXW12
ENSDARG00000058873	PTPDC1 (1 of 2)
ENSDARG00000058875	pcdh2ac
ENSDARG00000058876	mmp16b
ENSDARG00000058891	nedd9
ENSDARG00000058892	cep170b
ENSDARG00000058893	nhej1
ENSDARG00000058903	GPR161 (2 of 2)
ENSDARG00000058939	b4galnt3b
ENSDARG00000058943	cdcp1a
ENSDARG00000058944	SBK2
ENSDARG00000058949	SPIN1
ENSDARG00000058950	CSPP1 (1 of 2)
ENSDARG00000058953	abcc4
ENSDARG00000058961	ntf7
ENSDARG00000058962	txnl4b
ENSDARG00000058963	btr18
ENSDARG00000058964	themis2
ENSDARG00000058968	haus1
ENSDARG00000058969	cntnap2a
ENSDARG00000058978	BEND2
ENSDARG00000058980	cyp1c1
ENSDARG00000058984	rad23ab
ENSDARG00000058987	GGA3 (2 of 2)
ENSDARG00000058988	KCNJ15
ENSDARG00000058990	SLC35A2
ENSDARG00000058992	cers2b
ENSDARG00000058993	rock1
ENSDARG00000058995	jmjd4
ENSDARG00000058996	jam2a
ENSDARG00000059001	pim2
ENSDARG00000059002	evplb
ENSDARG00000059003	strip2
ENSDARG00000059006	otud5a
ENSDARG00000059020	thap1
ENSDARG00000059028	srrd
ENSDARG00000059029	MMP28
ENSDARG00000059035	POR (2 of 2)
ENSDARG00000059036	appa
ENSDARG00000059037	MOV10L1
ENSDARG00000059043	ntf3
ENSDARG00000059046	psmd5
ENSDARG00000059048	mpzl1l
ENSDARG00000059052	SLC25A29 (2 of 2)
ENSDARG00000059054	pdk2
ENSDARG00000059055	ft2
ENSDARG00000059056	ft1
ENSDARG00000059057	atpv0e2
ENSDARG00000059058	vipr1b
ENSDARG00000059060	lgalsla
ENSDARG00000059064	rassf3
ENSDARG00000059067	jupb
ENSDARG00000059070	gars
ENSDARG00000059075	nip7
ENSDARG00000059079	vps25
ENSDARG00000059081	PRSS35 (2 of 2)
ENSDARG00000059083	PPP2R5C (2 of 2)
ENSDARG00000059090	SSTR2 (1 of 2)
ENSDARG00000059093	ank1
ENSDARG00000059097	nktr
ENSDARG00000059110	VASP (2 of 2)
ENSDARG00000059115	fbxo7
ENSDARG00000059116	HEATR5B (1 of 2)
ENSDARG00000059120	pim1
ENSDARG00000059121	EFEMP1 (1 of 2)
ENSDARG00000059123	plcd1a
ENSDARG00000059128	uqcrh
ENSDARG00000059130	gata1b
ENSDARG00000059139	WFIKKN2 (2 of 2)
ENSDARG00000059150	TMEM128
ENSDARG00000059154	rragcb
ENSDARG00000059158	fhl3b
ENSDARG00000059171	stpg1
ENSDARG00000059175	cep19
ENSDARG00000059177	tax1bp3
ENSDARG00000059190	tlk1b
ENSDARG00000059202	TSPAN2 (2 of 2)
ENSDARG00000059209	abhd13
ENSDARG00000059212	ciao1
ENSDARG00000059226	ZBTB8A
ENSDARG00000059231	hephl1
ENSDARG00000059233	runx2b
ENSDARG00000059234	mrps27
ENSDARG00000059236	ptger4a
ENSDARG00000059238	rtn4b
ENSDARG00000059244	arfip2a
ENSDARG00000059246	hnrnpd
ENSDARG00000059247	TMEM54 (2 of 2)
ENSDARG00000059255	evx2
ENSDARG00000059256	hoxd13a
ENSDARG00000059259	pabpc4
ENSDARG00000059263	hoxd12a
ENSDARG00000059267	hoxd11a
ENSDARG00000059269	PRTG (2 of 3)
ENSDARG00000059270	ppie
ENSDARG00000059272	KBTBD11
ENSDARG00000059274	hoxd9a
ENSDARG00000059276	hoxd4a
ENSDARG00000059279	tfap2a
ENSDARG00000059280	hoxd3a
ENSDARG00000059282	lck
ENSDARG00000059287	mak
ENSDARG00000059294	marco
ENSDARG00000059298	spcs1
ENSDARG00000059301	hmgcrb
ENSDARG00000059303	hnrnpl2
ENSDARG00000059304	chchd2
ENSDARG00000059308	golt1bb
ENSDARG00000059310	CD274
ENSDARG00000059311	dpysl5b
ENSDARG00000059322	topbp1
ENSDARG00000059323	rpn1
ENSDARG00000059324	FAM126B (1 of 3)
ENSDARG00000059327	gata2a
ENSDARG00000059337	tgif1
ENSDARG00000059340	dlgap2a
ENSDARG00000059342	avil
ENSDARG00000059349	HOMER2
ENSDARG00000059351	hnrnpa3
ENSDARG00000059357	sarnp
ENSDARG00000059360	srsf3b
ENSDARG00000059362	ptrfb
ENSDARG00000059363	TGFBR2 (2 of 2)
ENSDARG00000059365	NIPAL4
ENSDARG00000059367	mfap2
ENSDARG00000059368	gria4b
ENSDARG00000059369	NTNG2 (1 of 2)
ENSDARG00000059370	nr1d4b
ENSDARG00000059373	dnajc8
ENSDARG00000059381	KCTD20
ENSDARG00000059386	dtwd1
ENSDARG00000059387	fgf7
ENSDARG00000059388	bdh1
ENSDARG00000059391	gyg1b
ENSDARG00000059398	myef2
ENSDARG00000059400	tmem167b
ENSDARG00000059404	RAB43
ENSDARG00000059406	raf1b
ENSDARG00000059409	ABCD2 (1 of 2)
ENSDARG00000059411	impa2
ENSDARG00000059414	rictora
ENSDARG00000059418	RICTOR (3 of 3)
ENSDARG00000059423	prune2
ENSDARG00000059424	RNF215
ENSDARG00000059425	sntg2
ENSDARG00000059432	fsd1l
ENSDARG00000059437	fktn
ENSDARG00000059438	galnt18b
ENSDARG00000059442	smtnb
ENSDARG00000059460	sbf2
ENSDARG00000059461	mepce
ENSDARG00000059469	tefm
ENSDARG00000059472	arhgap31
ENSDARG00000059473	kank4
ENSDARG00000059474	mlxip
ENSDARG00000059484	hip1rb
ENSDARG00000059485	EMB
ENSDARG00000059498	arl16
ENSDARG00000059510	coq2
ENSDARG00000059534	JPH3 (2 of 2)
ENSDARG00000059535	LRRTM4 (1 of 4)
ENSDARG00000059536	fam78aa
ENSDARG00000059544	pappaa
ENSDARG00000059545	foxj1a
ENSDARG00000059549	akap10
ENSDARG00000059553	SYMPK
ENSDARG00000059555	PXMP4
ENSDARG00000059556	recql5l
ENSDARG00000059558	tecta
ENSDARG00000059571	dennd4c
ENSDARG00000059572	NAGK
ENSDARG00000059575	uhmk1
ENSDARG00000059581	mbd5
ENSDARG00000059582	sowahcb
ENSDARG00000059583	wbscr16
ENSDARG00000059594	hs3st3b1a
ENSDARG00000059596	clip2
ENSDARG00000059598	samd1a
ENSDARG00000059600	rabep1
ENSDARG00000059606	ccdc84
ENSDARG00000059610	gpr146
ENSDARG00000059613	nprl2
ENSDARG00000059622	ubfd1
ENSDARG00000059629	asphd2
ENSDARG00000059630	mlec
ENSDARG00000059631	ints1
ENSDARG00000059634	thumpd3
ENSDARG00000059642	mtmr14
ENSDARG00000059646	nt5dc2
ENSDARG00000059653	kdm2aa
ENSDARG00000059654	eif3ba
ENSDARG00000059657	mks1
ENSDARG00000059658	mrm1
ENSDARG00000059669	man2a1
ENSDARG00000059672	ARHGAP36
ENSDARG00000059674	lrp12
ENSDARG00000059677	mamdc2a
ENSDARG00000059680	fscn1a
ENSDARG00000059682	slc43a3a
ENSDARG00000059685	wdr47b
ENSDARG00000059689	mblac2
ENSDARG00000059690	slc29a4
ENSDARG00000059693	adam19a
ENSDARG00000059699	DNAJC16 (1 of 2)
ENSDARG00000059700	agmat
ENSDARG00000059701	flii
ENSDARG00000059707	ZNF423
ENSDARG00000059711	nol6
ENSDARG00000059712	slc19a2
ENSDARG00000059714	arsk
ENSDARG00000059718	lrrc8c
ENSDARG00000059719	fam169aa
ENSDARG00000059722	ubac1
ENSDARG00000059725	hypk
ENSDARG00000059735	dgke
ENSDARG00000059738	ptprsa
ENSDARG00000059741	ALPK1
ENSDARG00000059746	plod1a
ENSDARG00000059758	bspry
ENSDARG00000059759	coq4
ENSDARG00000059760	wdtc1
ENSDARG00000059768	gpatch8
ENSDARG00000059770	cpt1a
ENSDARG00000059773	SRCIN1 (2 of 2)
ENSDARG00000059774	dub
ENSDARG00000059775	slc32a1
ENSDARG00000059778	FKBP15 (1 of 4)
ENSDARG00000059784	DENND4B
ENSDARG00000059789	parp8
ENSDARG00000059791	dad1
ENSDARG00000059794	kdm6al
ENSDARG00000059795	THEM6 (2 of 2)
ENSDARG00000059798	kcnq1
ENSDARG00000059801	pdzd2
ENSDARG00000059804	fam134c
ENSDARG00000059805	slc25a38a
ENSDARG00000059806	sacm1lb
ENSDARG00000059809	caska
ENSDARG00000059811	smpd5
ENSDARG00000059812	sin3ab
ENSDARG00000059817	mtmr12
ENSDARG00000059818	kif5ab
ENSDARG00000059826	crtac1a
ENSDARG00000059832	bai3
ENSDARG00000059835	zfyve27
ENSDARG00000059836	ddit3
ENSDARG00000059838	myom3
ENSDARG00000059841	exosc1
ENSDARG00000059843	fam135a
ENSDARG00000059846	EPG5
ENSDARG00000059850	slc35f3b
ENSDARG00000059853	MANBAL
ENSDARG00000059854	RNF182 (1 of 2)
ENSDARG00000059855	wdr66
ENSDARG00000059856	alkbh2
ENSDARG00000059857	blvra
ENSDARG00000059858	pappab
ENSDARG00000059862	cdk11b
ENSDARG00000059866	cactin
ENSDARG00000059870	clk2b
ENSDARG00000059871	shrprbck1r
ENSDARG00000059874	ABCC1
ENSDARG00000059879	rptor
ENSDARG00000059881	fam69b
ENSDARG00000059883	trpv1
ENSDARG00000059885	frmd3
ENSDARG00000059886	fam222ba
ENSDARG00000059887	eral1
ENSDARG00000059897	ntrk2a
ENSDARG00000059900	tbc1d9
ENSDARG00000059902	vps16
ENSDARG00000059906	sdc4
ENSDARG00000059908	CCDC86
ENSDARG00000059910	KNDC1 (1 of 2)
ENSDARG00000059911	bbs7
ENSDARG00000059916	HYAL1 (1 of 2)
ENSDARG00000059917	CCNJ
ENSDARG00000059923	slc25a47a
ENSDARG00000059925	usp24
ENSDARG00000059933	ppap2b
ENSDARG00000059935	KCNA10 (1 of 2)
ENSDARG00000059936	HERC4
ENSDARG00000059939	dab1a
ENSDARG00000059944	c1qtnf2
ENSDARG00000059945	SV2A
ENSDARG00000059948	HS3ST6
ENSDARG00000059950	ZPLXDC2
ENSDARG00000059956	ptk6b
ENSDARG00000059960	plch2a
ENSDARG00000059961	chpf2
ENSDARG00000059963	polk
ENSDARG00000059965	CAMSAP2 (1 of 2)
ENSDARG00000059972	raly
ENSDARG00000059973	fbxo11a
ENSDARG00000059982	poc5
ENSDARG00000059983	zufsp
ENSDARG00000059987	dnah12
ENSDARG00000059988	gpr153
ENSDARG00000059993	trpm4a
ENSDARG00000059997	sv2c
ENSDARG00000060001	mettl9
ENSDARG00000060002	ogg1
ENSDARG00000060004	fzd7a
ENSDARG00000060005	mtrf1l
ENSDARG00000060006	nedd4l
ENSDARG00000060007	N4BP3
ENSDARG00000060008	HHIPL2
ENSDARG00000060010	iqgap2
ENSDARG00000060012	f2r
ENSDARG00000060016	nsd1a
ENSDARG00000060021	vcpkmt
ENSDARG00000060022	ccbe1
ENSDARG00000060023	ncapg2
ENSDARG00000060025	nsmfa
ENSDARG00000060027	nom1
ENSDARG00000060029	fam160b2
ENSDARG00000060030	setd1a
ENSDARG00000060034	tmem151b
ENSDARG00000060035	rnf32
ENSDARG00000060036	aimp1
ENSDARG00000060041	LIG1
ENSDARG00000060053	KCNH7 (4 of 6)
ENSDARG00000060054	EPC1 (2 of 2)
ENSDARG00000060058	cylda
ENSDARG00000060065	UBAP2 (1 of 2)
ENSDARG00000060068	fam98b
ENSDARG00000060069	isoc1
ENSDARG00000060070	adcy7
ENSDARG00000060071	PAPD5
ENSDARG00000060072	ABI3 (1 of 2)
ENSDARG00000060073	arid1ab
ENSDARG00000060081	crb2b
ENSDARG00000060085	kcnq3
ENSDARG00000060089	btaf1
ENSDARG00000060093	dapk1
ENSDARG00000060094	ptgis
ENSDARG00000060095	kcnb1
ENSDARG00000060096	tbc1d10a
